Latitude,Longitude,Altitude
49.09933853149414,12.180995398154916,461.29425048828125
49.09933853149414,12.180993548973413,461.66595458984375
49.09933090209961,12.18099347331978,461.42413330078125
49.09933853149414,12.180993805053529,461.30072021484375
49.099334716796875,12.180993919185656,461.1955261230469
49.09933090209961,12.180995308445988,460.6316833496094
49.09933853149414,12.18099314929483,461.331787109375
49.099327087402344,12.180997352580833,459.8568115234375
49.09933090209961,12.180995180415756,460.5949401855469
49.09933853149414,12.180993473856843,461.1407165527344
49.09933853149414,12.180993473856843,461.1407165527344
49.099334716796875,12.180994326586138,460.8566589355469
49.099334716796875,12.180994326586138,460.8566589355469
49.09933090209961,12.180994689102683,460.6903381347656
49.09933853149414,12.180992915450373,461.2835998535156
49.09933853149414,12.180992915450373,461.2835998535156
49.09933853149414,12.18099292608681,461.2914123535156
49.09933853149414,12.18099292608681,461.2914123535156
49.099334716796875,12.18099414190901,460.7782897949219
49.09933090209961,12.180994172691808,460.7562561035156
49.09933090209961,12.18099475882899,460.4424133300781
49.09933090209961,12.180995198282876,460.2864990234375
49.099334716796875,12.180993423097977,460.8555908203125
49.099342346191406,12.180992481013428,461.1374206542969
49.09933853149414,12.18099186002619,461.36676025390625
49.099327087402344,12.180996715560342,459.6279602050781
49.09933853149414,12.18099205375477,461.21051025390625
49.099327087402344,12.180995298156676,460.04248046875
49.09933853149414,12.180992400500042,461.0278625488281
49.0994873046875,12.180750388764524,551.3681030273438
49.09933090209961,12.180993368533834,460.6567687988281
49.09933090209961,12.180994515055444,460.2370300292969
49.099334716796875,12.18099283839514,460.8353576660156
49.099334716796875,12.180991908374828,461.14788818359375
49.099327087402344,12.180995424890101,459.85028076171875
49.099334716796875,12.180991542806202,461.1911315917969
49.099334716796875,12.180991542806202,461.1911315917969
49.09931945800781,12.181026453064293,447.7724609375
49.099327087402344,12.18099536875407,459.7621154785156
49.09933090209961,12.180992798325109,460.6993408203125
49.099327087402344,12.180994395539601,460.0379638671875
49.09933090209961,12.18099314970745,460.4631652832031
49.099334716796875,12.180990827060347,461.24334716796875
49.099334716796875,12.1809921112793,460.7673034667969
49.09933853149414,12.180991088943347,461.0650939941406
49.099327087402344,12.180994808605426,459.6993713378906
49.099334716796875,12.180990728064186,461.1929016113281
49.099327087402344,12.180994208085473,459.906005859375
49.09933090209961,12.180993246064151,460.2613830566406
49.09933090209961,12.180993246064151,460.2613830566406
49.099327087402344,12.18099396860187,459.9893798828125
49.09933090209961,12.180993211980391,460.26373291015625
49.09933853149414,12.180990326296302,461.26495361328125
49.09933853149414,12.180990326296302,461.26495361328125
49.09933853149414,12.180990280763961,461.2710266113281
49.099334716796875,12.180991122201865,460.98089599609375
49.09933090209961,12.180991550004137,460.813232421875
49.09933853149414,12.180990472796212,461.15087890625
49.09933853149414,12.180990530739914,461.12506103515625
49.09931564331055,12.181026239791914,447.7772521972656
49.099334716796875,12.180990834507165,460.9830017089844
49.09933853149414,12.180990220462428,461.1583251953125
49.09933090209961,12.18099244328813,460.3166809082031
49.09933853149414,12.180990365809622,461.0411682128906
49.09933853149414,12.18099003803834,461.1661376953125
49.099334716796875,12.180990487873233,460.9914855957031
49.09933090209961,12.180991370828615,460.66156005859375
49.09933853149414,12.180989699538927,461.1639709472656
49.09933090209961,12.180991981637883,460.31243896484375
49.099327087402344,12.180993160815456,459.83111572265625
49.099327087402344,12.180992984940897,459.8841552734375
49.099327087402344,12.180992928575634,459.8985900878906
49.099327087402344,12.180992928575634,459.8985900878906
49.09933090209961,12.180991912913653,460.2447204589844
49.09933090209961,12.180990626454761,460.6596374511719
49.09944534301758,12.180824244649832,524.141357421875
49.09933853149414,12.180989453852916,461.0397033691406
49.099327087402344,12.18099174032041,460.1943664550781
49.09933090209961,12.180990320781596,460.7170104980469
49.099334716796875,12.180989047467612,461.0939636230469
49.099327087402344,12.180992707358671,459.6566467285156
49.099327087402344,12.180992707358671,459.6566467285156
49.099334716796875,12.180989417686407,460.8897399902344
49.09933090209961,12.180990008126631,460.6579895019531
49.09933090209961,12.180990135894884,460.59637451171875
49.099334716796875,12.180988603245668,461.09625244140625
49.099327087402344,12.18099194522249,459.8040771484375
49.09933853149414,12.180988700466907,460.9205627441406
49.099334716796875,12.180988233917612,461.1463928222656
49.09933853149414,12.180987996444715,461.1495361328125
49.09933853149414,12.180988039612673,461.1148681640625
49.09933090209961,12.180990256111526,460.27215576171875
49.099327087402344,12.180991198713487,459.7920227050781
49.099327087402344,12.180991198713487,459.7920227050781
49.099327087402344,12.180990206983495,460.1607666015625
49.099327087402344,12.180990733126974,459.92327880859375
49.09933090209961,12.1809888381446,460.63720703125
49.09933090209961,12.1809888381446,460.63720703125
49.09933853149414,12.180986970277287,461.3271789550781
49.09938430786133,12.180910602928444,491.74072265625
49.09933853149414,12.180987561837481,461.0176086425781
49.09933090209961,12.180989155960596,460.421630859375
49.09933090209961,12.18098889804661,460.50189208984375
49.099334716796875,12.180987752834906,460.932373046875
49.099327087402344,12.18099009292996,459.865234375
49.09933853149414,12.18098706923415,460.95672607421875
49.099334716796875,12.180987037861897,461.0093994140625
49.099327087402344,12.180990289062217,459.71063232421875
49.099327087402344,12.180989140339964,460.1246337890625
49.09933853149414,12.180987079759248,460.9040832519531
49.09933090209961,12.180988626077333,460.17864990234375
49.09933090209961,12.180987318476555,460.65887451171875
49.09933090209961,12.180988445624655,460.1479187011719
49.09933853149414,12.180986223571798,460.9952392578125
49.099334716796875,12.180986092653223,461.0063781738281
49.099327087402344,12.18098834678568,460.07318115234375
49.09933090209961,12.180986753193078,460.6600646972656
49.099334716796875,12.18098592704178,460.9593811035156
49.099334716796875,12.180985717482983,461.0277099609375
49.09933090209961,12.18098718180749,460.4089050292969
49.09933853149414,12.180986816920017,460.45721435546875
49.09933090209961,12.18098692006203,460.4649963378906
49.09933853149414,12.18098565231515,460.95098876953125
49.09933853149414,12.180985727962234,460.86785888671875
49.099334716796875,12.180985497549731,460.9844055175781
49.099334716796875,12.180985575829725,460.8876953125
49.099334716796875,12.180985575829725,460.8876953125
49.09933090209961,12.180986239794986,460.6095275878906
49.09933853149414,12.180985166392341,460.96942138671875
49.099334716796875,12.180985463760699,460.8294982910156
49.09933853149414,12.180987328222258,459.9595031738281
49.099334716796875,12.180984853917488,461.0553283691406
49.099327087402344,12.180988091681446,459.7247314453125
49.09933853149414,12.18098491459562,460.96612548828125
49.09933090209961,12.180986072912935,460.5260925292969
49.099327087402344,12.180987115126715,460.0541076660156
49.09933090209961,12.180985837142916,460.5715026855469
49.099334716796875,12.18098469614256,461.0242919921875
49.09933090209961,12.180985782008964,460.5657653808594
49.09933090209961,12.180985782008964,460.5657653808594
49.09933090209961,12.180985759917396,460.477294921875
49.099334716796875,12.180984898912767,460.8111267089844
49.099334716796875,12.180984898912767,460.8111267089844
49.099334716796875,12.180984494122274,460.9552001953125
49.099327087402344,12.180986540392265,460.0619812011719
49.09934616088867,12.180969604041751,467.1092224121094
49.0993537902832,12.18095801890045,471.2691650390625
49.09933090209961,12.180985224191952,460.4744567871094
49.09933090209961,12.180984920929015,460.5841064453125
49.09943389892578,12.180851505854683,517.3462524414062
49.099334716796875,12.180984286590558,460.7625732421875
49.099327087402344,12.180985633989561,460.0074462890625
49.099327087402344,12.180985268532277,460.0571594238281
49.09933853149414,12.180985002555822,459.86456298828125
49.09933090209961,12.180984082621787,460.2985534667969
49.099327087402344,12.18098569602672,459.59002685546875
49.09933853149414,12.180982985460716,460.7137451171875
49.099334716796875,12.180983191358324,460.5680236816406
49.09933090209961,12.18098421059635,460.0069885253906
49.099334716796875,12.18098289511976,460.44158935546875
49.09933853149414,12.180984096297207,459.8299560546875
49.09933853149414,12.180982509905816,460.5169982910156
49.099327087402344,12.180984740047341,459.5404968261719
49.099327087402344,12.180984740047341,459.5404968261719
49.099430084228516,12.180847383743568,518.4100952148438
49.09933090209961,12.180983810194041,459.8994140625
49.09933853149414,12.180983558371121,459.8757629394531
49.099327087402344,12.180984562315992,459.490478515625
49.099327087402344,12.18098458363144,459.4433898925781
49.099430084228516,12.18085986167437,516.0298461914062
49.099327087402344,12.180984585350693,459.4024353027344
49.099334716796875,12.180982886674139,460.1308898925781
49.09933090209961,12.180983719853085,459.7378234863281
49.099334716796875,12.180982927592334,460.05474853515625
49.099334716796875,12.180982927592334,460.05474853515625
49.099334716796875,12.180983003930393,460.00103759765625
49.09933853149414,12.18098308477453,459.7900695800781
49.099334716796875,12.180982544258105,459.9832763671875
49.09946060180664,12.180815305686096,538.0625610351562
49.09933853149414,12.180982165560945,459.88934326171875
49.09933853149414,12.180982061262936,459.8160095214844
49.09933853149414,12.180981910515655,459.86810302734375
49.09933853149414,12.180981809367973,459.8697509765625
49.099327087402344,12.180983354163294,459.1619873046875
49.09933853149414,12.180981700989607,459.7517395019531
49.099327087402344,12.18098321964575,459.0063171386719
49.099327087402344,12.180983062604367,459.03228759765625
49.099334716796875,12.180981430870572,459.57611083984375
49.09933853149414,12.180980941961177,459.71160888671875
49.09933090209961,12.180982063322764,459.1279602050781
49.09933090209961,12.18098241506533,458.9434814453125
49.09933090209961,12.180981769183324,458.9554138183594
49.09933853149414,12.180980786897754,459.3831481933594
49.099334716796875,12.180981778617925,458.8985900878906
49.09933090209961,12.1809816532468,458.84405517578125
49.099334716796875,12.180981666820703,458.6741027832031
49.0993766784668,12.180920925061448,488.57470703125
49.099334716796875,12.180975145721153,460.19677734375
49.09933853149414,12.180974104869675,460.4405517578125
49.099342346191406,12.180969482082933,460.94012451171875
49.099334716796875,12.180968868516313,460.7815856933594
49.09932327270508,12.180972390336708,458.6759033203125
49.099342346191406,12.18096798557403,461.19818115234375
49.099334716796875,12.180969139755318,460.5062561035156
49.099334716796875,12.180969139755318,460.5062561035156
49.09933853149414,12.180968259688278,461.00927734375
49.099334716796875,12.18096882175266,460.6317443847656
49.099334716796875,12.180969235345724,460.26629638671875
49.09933853149414,12.180968281842068,460.8021240234375
49.099334716796875,12.180969319052005,460.1510925292969
49.099342346191406,12.180967518206042,461.1413269042969
49.09933853149414,12.18096745453805,461.1461486816406
49.09932327270508,12.180971503395936,458.6973571777344
49.09933853149414,12.18096757325485,460.928466796875
49.099342346191406,12.18096734287837,461.0096130371094
49.099334716796875,12.180967811697078,460.65960693359375
49.09933853149414,12.180967034690186,461.0272216796875
49.09933090209961,12.180968918299298,459.85565185546875
49.09933853149414,12.180967090872064,460.9668273925781
49.09933853149414,12.180966576327805,461.2012634277344
49.099334716796875,12.180967866657468,460.37786865234375
49.099327087402344,12.180969159289294,459.58636474609375
49.09933090209961,12.180968686334557,459.8408203125
49.099334716796875,12.18096771042168,460.2994689941406
49.099334716796875,12.18096771042168,460.2994689941406
49.099334716796875,12.180967921804521,460.1195068359375
49.099327087402344,12.180969208011255,459.3255920410156
49.09933853149414,12.180966546311303,460.93890380859375
49.09933090209961,12.180968222830792,459.86627197265625
49.099342346191406,12.180966787373343,460.6133728027344
49.09933090209961,12.180968268297637,459.7840270996094
49.09933853149414,12.180966606370504,460.8005676269531
49.099334716796875,12.180967193686602,460.4080810546875
49.099342346191406,12.1809664663841,460.77490234375
49.09933090209961,12.180967548739956,460.1712341308594
49.09933090209961,12.180968092259342,459.83197021484375
49.09941482543945,12.18089786208309,505.0443115234375
49.099327087402344,12.18096810755577,459.70367431640625
49.099334716796875,12.180966506781608,460.61712646484375
49.099334716796875,12.180966506781608,460.61712646484375
49.09933090209961,12.180967679029777,459.8525390625
49.099334716796875,12.180966481421825,460.5799560546875
49.09933853149414,12.180965810333948,460.99444580078125
49.099327087402344,12.180968166475353,459.4420471191406
49.099327087402344,12.180968071903399,459.4999084472656
49.09933853149414,12.180965696178896,460.897216796875
49.099220275878906,12.181058941914904,404.21728515625
49.09938430786133,12.180920028106444,490.53729248046875
49.099334716796875,12.180966652132076,460.2207946777344
49.099342346191406,12.180965271769283,461.01708984375
49.09934616088867,12.180965554263658,460.7590026855469
49.09932327270508,12.180968886979441,458.7150573730469
49.099327087402344,12.180967444455048,459.63250732421875
49.099334716796875,12.18096570602939,460.727294921875
49.09933090209961,12.180966526541544,460.2080993652344
49.09933090209961,12.180966981521093,459.7955322265625
49.09933090209961,12.180966573593375,460.05438232421875
49.099342346191406,12.180964050966166,460.9716491699219
49.099327087402344,12.180967089902733,459.7020568847656
49.099327087402344,12.180967089902733,459.7020568847656
49.099334716796875,12.180965586362909,460.57867431640625
49.09932327270508,12.180968152947296,458.8695983886719
49.09934616088867,12.180964875005241,460.77423095703125
49.09932327270508,12.180967916381508,458.8809814453125
49.099334716796875,12.180965471471035,460.4603576660156
49.09933853149414,12.180964814775752,460.8475036621094
49.099334716796875,12.180965702381302,460.25836181640625
49.09934616088867,12.180964751926453,460.7200927734375
49.09934616088867,12.180963699397163,460.7747802734375
49.09932327270508,12.180967421102695,459.0177001953125
49.09933853149414,12.18096420418262,461.09259033203125
49.0993537902832,12.180946711074482,473.4607238769531
49.09931945800781,12.180967761661936,458.6335144042969
49.09932327270508,12.180967434083865,458.8231201171875
49.09932327270508,12.180967244226059,458.8927307128906
49.099334716796875,12.180964760496515,460.5198669433594
49.09932327270508,12.18096669470403,459.2235107421875
49.09934616088867,12.180964511123118,460.5133056640625
49.09928894042969,12.18100659865863,435.8985595703125
49.09930419921875,12.180988875745458,445.8917236328125
49.099342346191406,12.180963718027304,460.95123291015625
49.099342346191406,12.180963718027304,460.95123291015625
49.09934997558594,12.18096420182479,460.4267272949219
49.09933853149414,12.180963996919434,460.7475891113281
49.099334716796875,12.180964406183257,460.4147644042969
49.09934616088867,12.180964015051812,460.5251159667969
49.09932327270508,12.180966682777333,458.85211181640625
49.099342346191406,12.180963486124782,460.8720397949219
49.09932327270508,12.180966071293463,459.173828125
49.099334716796875,12.180958140957511,462.9632263183594
49.099327087402344,12.180965297174914,459.6158142089844
49.09934997558594,12.18096370716818,460.47705078125
49.099327087402344,12.180965204011109,459.574951171875
49.099327087402344,12.180965204011109,459.574951171875
49.099327087402344,12.18096514477715,459.5928039550781
49.09931945800781,12.180966471816937,458.66729736328125
49.09934616088867,12.180963577867338,460.4234619140625
49.09933853149414,12.180962347259573,461.3790283203125
49.09932327270508,12.180966006132179,458.8455810546875
49.099327087402344,12.180965414080768,459.2159423828125
49.09932327270508,12.18096542930188,459.1714782714844
49.09933853149414,12.180962841572331,460.83306884765625
49.099327087402344,12.18096466453606,459.4996643066406
49.09932327270508,12.180965044683942,459.1298522949219
49.09932327270508,12.180965044683942,459.1298522949219
49.099342346191406,12.180962252356867,460.953369140625
49.099334716796875,12.180962659927635,460.6685485839844
